Gene,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
P18411,4.0749149319999995,5.988439082999999,3.5198638439999996,5.560180187,5.997756004,5.510893345,5.2816901210000005,4.629049301,1.340193748,3.4955158230000003,3.160959005,2.84162426,2.375430584,5.1795454030000005,4.686230183,5.335616589,6.7134895320000005,5.01836729,4.744185925,3.110151291,3.67428565,3.823892593,2.541845322,3.1787488460000004,1.808302879,5.518342972,5.050905228,5.574036597999999,5.515495777000001,5.489495754,4.229418278,1.4857847690000001,3.5241761210000004,4.206692696,1.721941352,2.6058089730000003
P18410,1.74120307,1.841618538,1.767309904,2.011248589,2.185185194,2.069716692,1.976164579,2.214210987,1.366828084,1.7836323980000002,1.763698697,1.6131979230000002,1.7876005169999998,1.6147727969999999,1.76749444,1.503424644,2.2329988480000003,1.7275509830000002,1.9352880719999999,2.065874815,1.785142779,1.698249102,1.342274666,1.739821315,1.528693557,2.168047428,2.169683456,1.6227180959999998,1.884297371,1.789915919,1.9527990819999999,1.336217523,1.9032967090000001,1.5708662269999998,1.260869503,1.6607882980000002
P18409,0.520998895,0.367630035,0.349602729,0.533183396,0.6790123579999999,0.572984755,0.606717229,0.46394985899999996,0.192493945,0.299327374,0.423515975,0.42639592299999995,0.48105630299999996,0.22954547399999997,0.507900655,0.4497717020000001,0.627647698,0.44489792,0.40748226600000004,0.616630673,0.403428555,0.433573604,0.265021473,0.43197616899999997,0.391941369,0.263905317,0.37217196799999996,0.552738369,0.45041319700000004,0.45903363799999997,0.410537899,0.300370812,0.357142866,0.42125982,0.35894841,0.358921111
P31376,0.6526674029999999,0.701734126,0.765039742,0.8953880670000001,0.5173962120000001,0.778867126,1.068255663,0.8913271429999999,0.9067797059999999,0.562780321,0.7636986370000001,0.7675126790000001,0.699196398,0.55795455,0.708803594,0.553653002,0.364548504,0.565306127,0.926187992,1.0064795020000001,0.406857133,0.7178166509999999,0.44313302600000004,0.7388282420000001,0.51037848,0.394082844,0.7511312370000001,0.65618664,0.694214821,0.7174370290000001,0.611416042,0.7194066640000001,0.738461494,0.6801180840000001,0.672396302,0.7800828809999999
P31373,10.97048855,2.521387339,5.779795647,5.901012421,6.2345681189999995,5.167756081,6.755146027,10.40856838,24.200969699999998,16.71300507,16.25570869,14.29746246,14.35361671,3.011363745,4.524830341,3.665525198,4.426979065,4.238775253,6.065722942000001,24.03671837,21.30514145,13.14212132,15.47103024,11.64846134,9.76556778,2.162130117,4.9309954639999996,3.818458557,4.3336777689999995,4.406512737,6.309549809,31.87886047,22.15714455,14.29625988,14.35085964,14.96057987
P31385,2.914869308,3.337572336,2.650397301,3.438695431,3.39281702,3.199346542,3.730227232,3.005224705,2.8135592939999996,2.691704273,1.836757898,2.119796991,3.633754492,3.287499905,2.433408499,2.131278515,2.2597546580000003,2.5122447009999997,2.574317455,3.322894335,2.578285694,2.47682786,2.478540659,2.755710125,2.77655673,3.480473518,3.910633802,2.192697763,2.630165339,2.454832077,2.899012327,3.953028202,3.578022242,2.323818922,2.3053588869999997,2.316390038
P31377,2.726447105,3.249711037,3.3927354810000003,3.7176604269999998,4.160494328,3.2973856930000003,4.33694458,3.4608151910000005,1.9794189930000001,2.2735426430000003,2.382420063,2.06395936,3.3777270319999997,3.1556820869999997,1.95598197,3.373287678,2.7881829739999997,2.778571129,3.2578361030000003,3.039956808,2.135999918,2.763130665,2.621244669,2.723932505,2.079365253,3.142011881,3.6662898060000004,2.684584379,2.460743666,2.945378065,2.8364434239999996,2.671198845,3.05494523,2.395669222,2.293225288,2.465767384
P31383,10.91827488,15.52023125,12.52440453,16.28796387,17.59708214,14.77124214,12.76272964,9.099268913,5.72397089,8.581838608,4.682648659,8.430457115,11.26291656,17.41363716,6.3871331210000015,9.626712799,11.07357883,12.3020401,11.33468056,7.738660812000001,9.368000031000001,9.229660034,8.630901337000001,6.95233345,7.942613125,11.57988167,17.73303223,12.3914814,8.625,12.79726982,8.710208892999999,5.846724032999999,11.74615479,9.166337967,8.177956581,8.206430435
P31374,4.998865128,6.360693455,3.539160013,5.588301659,6.711560249,5.8888888360000005,5.088840485,3.176593542,0.94430995,3.345291615,1.984018326,3.520812035,5.02296257,6.956818581,5.244921207,4.7054796219999995,4.674470425,5.189795971000001,4.031344891,2.070194244,4.4582858089999995,3.755921841,3.601931572,3.1936445239999998,4.0427351,4.6343197819999995,7.076922894,4.40060854,4.591941833,5.155462265,4.0197587010000015,1.5957973,4.674725533,3.3917322160000003,3.2982809539999995,3.3775932789999996
P31379,0.36776393700000004,0.30867052100000003,0.35414302299999995,0.515185595,0.7789001459999999,0.506535947,0.504875362,0.260188103,0.24576270600000005,0.19170405,0.165525123,0.23451776800000002,0.331802547,0.40340909399999997,0.42212191200000004,0.23630137699999998,0.275362343,0.369387746,0.478260845,0.250539958,0.29485714399999996,0.317198753,0.332618028,0.21350546199999998,0.29426130699999997,0.364497036,0.48868781299999997,0.417849928,0.489669442,0.539915979,0.42700332399999996,0.227441266,0.409890115,0.318897665,0.37714859799999995,0.279045612
P31380,0.758229315,0.470520228,0.5539159770000001,0.464566916,0.8092031479999999,0.687363803,0.719393253,0.61024034,4.854721546,0.8733184340000001,0.473744303,1.2233502859999998,0.630310059,0.38863638,0.513544023,0.44520548,0.432552934,0.714285672,0.829120278,2.514038801,2.305142879,1.44696188,1.293991446,1.236345649,0.684981704,0.319526643,0.601809978,0.433062911,0.545454502,0.827731133,0.827661932,3.307787418,1.80879128,1.359251976,1.275025249,1.209543467
P31386,1.451759338,1.193063498,1.16458571,1.23509562,1.7901235819999999,1.503268003,1.79739964,1.7554858919999998,2.292978287,1.431614399,0.998858452,1.4071066380000001,1.605051756,1.413636446,1.401805758,1.206621051,1.321070194,1.331632614,1.36198175,1.59611237,3.058285713,1.808444977,1.436695218,1.500496626,1.413919449,1.1715976000000001,1.7171946759999999,0.9421907070000001,1.279958725,1.393907547,1.5817784069999998,2.091470718,2.2758243080000002,1.4881889819999998,1.397370934,1.4190870519999998
P31384,4.026106834,5.034681797,3.6299657819999998,5.24296999,6.574635506,5.2962965969999996,4.839653015,4.38871479,5.151331902,2.7399103639999995,1.584474921,3.757360458,4.755454063,4.731818199,4.93002224,4.270547866999999,3.393533945,3.79285717,4.031344891,3.4589631560000003,8.33257103,4.752831936000001,4.740343094,4.443892956,3.336996317,1.792899489,5.240950108,3.325557947,2.91218996,3.982142925,4.062568665,4.993819237,5.468132019,4.64566946,4.283113956,4.068464756
P31381,2.654937506,2.476300478,2.291713953,2.321709871,2.447811604,2.0261437890000003,2.404116869,2.341692924,2.861985445,2.417040586,1.316210151,1.658883095,2.5809416769999998,2.200000048,2.1783294680000003,1.907534361,1.671125889,1.68877542,1.9201211930000002,2.490280867,4.924571514,2.365602493,2.167382002,1.9851042030000001,2.507936478,1.719526649,2.434389114,1.548681617,1.4772727490000002,1.816176414,1.94291997,3.2064275739999997,3.659340858,2.107283592,1.783619642,1.946058035
P31382,8.926220894,7.899421692000001,6.111237526,6.929133892,7.140292167999999,5.879085064,5.960996627999999,5.6468133929999995,13.93825722,11.32735538,7.235159874,9.566496849,11.18254948,7.957954407000001,6.695259571,5.270548344,4.649944305,4.7989792819999995,4.946410179,7.917926788,18.14857101,14.46137905,15.25214577,10.01886845,8.88522625,5.759763717999999,7.048642635,4.385395527,4.050619602,4.443277359,5.254665375,12.64894867,13.8505497,12.19291401,11.92517662,10.43049717
P07866,0.686719656,0.752601147,0.528944373,0.853768289,0.567901254,0.533769071,0.435536295,0.47335422,0.9866828320000001,0.584080756,0.528538823,0.919796944,0.734787643,0.892045498,0.46952593299999995,0.569634736,0.362318844,0.6020408270000001,0.45904955299999994,0.7181425690000001,1.8068572280000001,1.5272914169999998,1.271459222,1.322740793,0.6532356739999999,0.468639046,0.610859752,0.433062911,0.46280989100000003,0.516806722,0.447859496,1.105067968,1.328571439,1.4192912580000001,1.293225408,1.0165975090000001
P10962,0.190692395,0.11560693400000001,0.39614078399999997,0.316085488,0.3647587,0.382352918,0.559046566,0.9247649309999999,3.497578621,0.278026909,0.308219194,0.4548223320000001,0.265212417,0.23295454699999998,0.354401797,0.32305935,0.392419189,0.367346942,0.583417594,2.483801365,0.605714262,0.37796086100000004,0.42811161299999995,0.477656394,0.278388262,0.19053255,0.329185545,0.264705896,0.280991733,0.49579834899999997,0.61361146,4.205191612,0.38681319399999997,0.39074802399999997,0.542972684,0.483402431
P39524,1.640181661,1.3468208309999998,1.323495984,1.366704226,1.213243604,1.3355119229999999,1.197183013,1.147335529,1.355932236,0.9843050240000001,0.984018266,1.1167511940000001,1.3811712269999998,1.382954597,1.211061001,1.148401856,0.928651094,1.356122375,1.211324573,1.12850976,1.5497143269999998,1.521112204,1.4978541140000001,1.1866931920000001,1.192918181,0.737278104,1.2635746,1.277890563,1.25,1.3266807790000001,1.143797994,1.731767654,1.0736263990000001,1.4498032330000001,1.668351769,1.5217840669999998
P39735,1.805902481,1.815028906,1.7786605359999998,1.714285731,1.285073042,1.2450981140000001,1.6706391569999999,1.274817109,0.744552076,1.0,1.1666666270000001,0.9979695679999999,1.756601691,1.853409171,1.564334154,1.577625513,1.4715719219999999,1.4102040530000002,1.264914036,0.6079913379999999,1.9017142059999999,1.363542676,1.445278883,1.5799405569999998,1.427350521,1.5668638940000001,1.5441176890000001,1.5,1.421487689,1.3655462269999998,1.281009912,0.494437546,1.313186884,1.314960718,1.394337535,1.6141078469999999
P39734,0.650397301,2.398843765,2.2440407280000003,2.275590658,1.9865320919999998,1.7396513219999998,2.2231850619999998,1.701149464,0.171912834,0.257847548,0.40068492299999997,0.181725875,0.8484501240000001,2.339772701,2.1376974580000003,1.743150711,1.6376811269999998,1.5897959469999998,1.528816938,0.5971922279999999,0.706285715,0.529351175,0.299356222,0.38430985799999995,1.039072037,1.750295758,2.072398186,1.645030499,1.9638429880000001,1.6039916280000002,2.092206478,0.389369577,0.561538458,0.481299222,0.275025278,0.398340255
P32492,1.960272431,0.841618538,1.4778660540000002,1.476940393,1.5095399619999998,1.148148179,1.4951245780000002,1.321839094,3.6985473630000003,1.841928363,2.735159874,2.5786800380000003,2.191733599,1.322727323,1.3510156869999999,1.732876778,1.175027847,1.4836733340000001,1.150657177,4.5593953130000004,2.4822857380000003,2.369721889,2.757510662,3.311817408,3.0097680089999996,1.03431952,1.274886847,1.4300203319999998,1.632231355,1.308823586,1.35236001,8.488256454,1.763736367,2.32283473,2.769464016,2.847510099
P31109,5.083995461500001,9.5699417585,9.5908064865,9.7604048235,8.7491588595,7.7260348785,9.016251086,7.0559039095000005,2.1289348009999998,3.9529149535,4.726598382,2.6116749645,6.0040187835,8.8198864485,8.799097062000001,9.085046051499999,5.95039022,7.464285372999999,5.683012842999999,4.2095031735,6.897714258,4.201853633,4.5241416690000005,4.7010924815,5.904151201,7.8455619819999995,8.941176412999999,7.6465523225,8.239668847999999,7.866071224,9.313941,5.221878767,5.8082419635,4.2908463475000005,4.500505566499999,4.564314842
P39732,2.335981846,2.587283134,2.956867218,2.354330778,2.2469136709999997,2.206971645,2.3510291580000002,2.058516264,1.214285731,1.5885651109999999,2.238584518,1.1238578559999999,2.524684429,2.292045593,2.496613979,2.691780806,2.4169454569999997,2.235714197,1.91000998,1.471922278,3.294857025,1.6282184119999998,1.8079398869999999,2.016881943,2.27594614,2.811834335,2.617646933,1.998986006,2.047520638,2.010504246,2.341383219,1.212608099,2.0186812880000002,1.588582635,1.7138522859999998,1.7251036169999998
P28004,0.7480136159999999,0.9098265170000001,0.8774120809999999,0.5950506329999999,0.620650947,0.47276690600000004,0.794149518,0.6802507640000001,0.716707051,0.49103140799999995,0.602739751,0.419289321,0.8254880309999999,0.889772773,0.741534948,0.761415482,0.785953164,0.649999976,0.54499495,0.611231089,1.396571398,0.499485046,0.519313335,0.6881827709999999,0.915750921,1.143195271,0.6934389470000001,0.582150161,0.553718984,0.594537795,0.823271155,0.557478309,0.632967055,0.45964568899999997,0.532861471,0.597510338
P28005,2.8751418589999997,1.552601099,1.723042011,1.402699709,1.421997786,1.2941176890000001,1.581798434,1.859979153,6.139225483,3.0863227839999996,3.496575356,2.761421204,2.309988499,1.8659091,1.766365647,1.965753436,2.4035675530000002,1.6744898559999999,1.51061666,2.681425571,5.613714217999999,2.422245026,2.6866950989999996,2.983118057,3.545787573,2.34556222,1.9366515869999998,1.600405812,1.877066016,1.934873939,2.087815523,3.723114967,2.707692385,1.899606347,2.92517662,3.0290455819999997
P28003,4.791146755,7.583814621,8.298523903,7.89201355,8.717172623,9.477124214,9.425785065,7.320794106,3.207021713,3.02017951,3.646118641,2.099492311,3.9357061389999997,6.348864079,5.756207466,7.840182781,10.52062416,7.534694195,6.939332007999999,3.724622011,6.943999767,3.1184344289999997,2.606223106,2.177755833,3.267399311,7.195266247,8.409502983,5.330628872,6.9225201610000004,6.4369750020000005,7.832053185,3.2002470489999997,3.772527456,2.319881916,2.174924135,1.757261276
P39731,1.125993133,0.9375722409999999,0.867196381,0.527559102,0.41077441,0.383442283,0.490790874,0.518286288,0.7106537820000001,0.882287025,1.522830963,1.220304489,0.8909299970000001,0.9693182709999999,0.293453723,0.308219194,0.828316629,0.362244904,0.436804831,0.30561554399999996,1.322285652,1.212152362,0.9817596670000001,0.85203582,0.826617777,0.837869883,0.647058845,0.418864101,0.6239669320000001,0.396008432,0.482985735,0.38071692,1.006593466,1.04625988,1.2082911729999999,0.889004052
O13515,0.111237235,0.032369941,0.062429059,0.059617553,0.025813693,0.038126361,0.11050920199999999,0.051201675,0.09564165,0.08632287400000001,0.039954338,0.043654822,0.102181405,0.09431818900000001,0.060948080999999994,0.122146122,0.10590858800000001,0.014285713,0.060667335999999995,0.055075593,0.157714292,0.057672500999999994,0.06223176,0.015888778,0.134310141,0.14319527099999999,0.066742085,0.030425966000000002,0.048553716,0.070378155,0.090010978,0.049443755,0.105494514,0.022637794,0.038422648,0.059128623
P39730,8.575482368,7.300577641,7.465380669,8.263216972,8.115600586000001,6.554466248,8.373781204,7.73876667,18.16464996,9.062781334,7.391552448,7.390862942,8.842710495,7.262499808999999,7.428894043,8.928082466000001,10.173913,6.466326714,7.354903697999999,12.1922245,15.71885681,8.341915131,8.074034691,10.13108253,9.663003922,6.996449947,8.186652184,5.683570385,6.647727013,6.5903368,8.904500961,10.85166836,10.26923084,7.71062994,7.4297266010000005,7.290455818
P39729,2.066969395,0.563005805,2.814982891,2.8830144410000003,3.847362518,3.663398504,5.837486267,7.528735638,18.2820816,3.732062817,3.174657583,4.046700478,1.841561437,0.622727275,2.167042732,3.2808218,4.754737854,4.006122588999999,5.346814632,14.27645779,6.13828516,3.2121522430000002,3.334763765,5.303872585,2.284493446,0.89585799,2.617646933,2.527383566,3.728305578,4.553571701,6.937431812000001,14.8751545,3.889010906,3.2519683839999995,3.443882704,3.246887684
P39728,0.8501703140000001,0.49710983,0.393870622,0.581552327,0.582491636,0.423747301,0.693391085,0.527690709,0.47699761399999996,1.1838564870000001,0.8242008690000001,0.74416244,0.5878301260000001,0.603409111,0.47178328,0.706621051,0.7012263540000001,0.5,0.494438827,0.494600415,1.250285745,0.701338768,0.6201716660000001,0.809334695,0.770451784,0.51834321,0.569004536,0.48580125,0.573347092,0.433823526,0.560922086,0.35228675600000003,0.880219758,0.562992156,0.493427664,0.56327796
Q3E741,0.11010215400000001,0.040462427,0.040862657000000004,0.037120361,0.02469136,0.029411765,0.10942578300000001,0.055381402,0.08353511200000001,0.2130045,0.116438359,0.08121827200000001,0.098737091,0.014772727,0.047404062000000004,0.10616438800000001,0.06577480599999999,0.053061221,0.029322547999999997,0.072354212,0.17257143600000002,0.16065911900000002,0.09334763900000001,0.07646475,0.09645909800000001,0.035502959,0.140271485,0.06795132200000001,0.089876026,0.10609244599999999,0.10867179199999999,0.08776266099999999,0.129670337,0.087598421,0.099089988,0.119294599
P00549,46.54256439,37.95953751,22.83995438,41.20472717,64.45454407,58.69825745,71.79523468,65.01358032,57.16464615,41.06838989,45.28881454,38.44873047,41.78760147,31.5318203,20.53611755,42.58447647,66.41583252,41.90918350000001,54.69363022,56.3488121,66.36800385,37.15756989,39.62231827,42.2025795,34.44200516,32.73491287,21.86877823,27.85497093,47.72623825,51.64916229,55.25686264,40.80593109,46.06154251,34.17618179,29.35793686,33.90974808
P06182,9.84449482,9.068207741,6.567536831,8.068616867000001,7.6610550879999995,6.7625269889999995,8.725893974,11.11389732,8.055690765,11.84192944,8.364155769,6.205076217999999,12.75774956,7.550000667999999,7.007900715,7.479452133,7.095875263,5.784694195,6.708796501,12.83693218,17.09714317,7.622038841,7.5332612989999985,8.250247955,12.46520233,9.183431625,7.781674862000001,4.339756489,5.5,5.0189075469999995,8.007683754,11.89493084,15.30109978,6.128937243999999,5.645095825,7.645227909
P13365,3.141884089,2.889017105,2.817253113,3.1158604619999997,3.113355875,2.711328983,2.717226267,2.590386629,9.28329277,4.109865665,2.3881278040000002,2.469035387,3.2192883489999997,2.593181849,2.9875848289999998,1.407534361,1.657747984,1.843877435,2.381192923,4.419006823999999,7.683428287999999,3.2131822110000003,3.92381978,3.717974186,2.009768009,2.015384674,2.700226307,1.45030427,1.7706611159999999,1.713235378,2.163556576,5.41161871,9.054944992000001,3.1082675460000004,2.651162863,2.901452303
P11433,1.637911558,1.983815074,1.9818389419999998,2.071990967,2.141414165,2.3344225880000002,2.3607800009999997,2.309299946,1.7336561680000002,1.632287145,1.526255727,1.8944162130000002,1.584385872,1.875,1.787810326,1.401826501,1.302118182,1.8122448919999998,2.068756342,2.145788193,1.202285647,1.5180225369999998,1.270386338,1.7567030190000001,1.126984239,1.325443745,2.140271425,1.9462474580000002,2.273760319,2.3897058959999997,1.684961677,1.7268230919999998,1.8703297380000001,1.837598443,1.529828072,1.62448132
P39727,5.86719656,4.960693836,5.12372303,4.634420872,5.243546963,4.2276687619999995,5.42795229,4.993730545,4.647699833,4.941704273,4.844748974,4.416243553,6.546498775,4.736363411,3.244920969,2.606164455,3.354515076,3.224489689,4.20121336,4.858530998,3.5177140239999996,3.954685688,3.75,3.837140083,4.495726585,4.043787003,4.975112915,3.730223179,3.881198406,3.889705896,3.5883646010000003,4.043262959,5.007692337,5.257874012,4.320525646,5.075725555
Q01329,1.59818387,2.132947922,1.666288376,2.035995483,1.9147027730000001,2.406317949,2.536294699,2.068965673,1.601694942,1.989910364,1.142694116,1.258883238,2.095292807,2.03181839,1.101580143,1.616438508,1.253065825,1.6591837409999999,2.0829119680000003,2.306695461,1.211428523,1.781668305,1.52467823,1.870903611,1.346764445,1.841420174,2.443439007,1.297160268,1.4256198409999998,1.679621816,1.470911145,1.7898639440000002,2.187912226,1.5472440719999998,1.370070696,1.458506227
O13514,0.13620886199999999,0.143352598,0.172531217,0.16985377699999998,0.10774412,0.169934645,0.14301191300000002,0.181818187,0.039951574,0.147982061,0.051369864,0.14619289300000002,0.216991976,0.19431819,0.079006769,0.142694071,0.152731329,0.102040812,0.15773508,0.144708425,0.009142856999999999,0.110195667,0.112660944,0.096325718,0.166056171,0.133727819,0.151583716,0.10547667699999999,0.140495867,0.17542018,0.10537871,0.05933250900000001,0.082417585,0.21358268,0.134479269,0.077800825
P39726,16.32917213,12.14797688,9.238366127,11.84027004,12.01571274,11.66775608,13.94691181,13.71368885,19.07505989,22.43834114,14.42351627,14.28629398,17.21010399,12.02272797,7.094807625,10.39954376,10.87290955,10.61326504,11.20626926,14.53347778,38.61714172,14.40988636,15.75536537,15.44389248,12.32112312,12.0189352,11.88235378,8.783975601,9.790288925,11.38760471,13.30186749,16.87886238,32.33296967,11.7431097,13.65015125,15.04979229
P39725,0.38933029799999996,0.305202305,0.326901257,0.34645667700000005,0.478114486,0.324618727,0.43986994,0.37826544,0.348668277,0.393497765,0.184931517,0.32487309,0.45464983600000003,0.46590909399999997,0.18171557800000002,0.277397245,0.396878481,0.2867347,0.38321536799999995,0.426565886,0.337142855,0.23171986600000002,0.31974247100000003,0.21052633199999998,0.368742377,0.259171605,0.27036199,0.29208925399999996,0.202479333,0.372899175,0.333699226,0.239802212,0.356043994,0.366141737,0.232558131,0.260373443
P39724,4.841089725,3.9653177260000003,2.0771849159999998,2.428571463,2.061728477,2.177559853,2.2892739769999997,1.841170311,1.837772489,4.8082962039999995,3.3276257510000002,4.776649475,6.856487274,3.7102274889999998,1.992099285,1.6027396919999999,1.228539586,1.851020336,2.228513479,2.468682528,4.099428654,4.799176216,4.3658795360000004,5.099305153,4.802197933,2.591716051,2.4332580569999998,1.518255591,1.5692148209999999,1.939075708,1.72777164,1.999999881,4.992307663,4.531496048,5.230535507,5.324688435
P39723,0.128263339,0.054335255,0.116912603,0.100112483,0.124579132,0.027233116,0.24377030100000002,0.21107628899999997,0.115012109,0.103139013,0.147260278,0.109644666,0.078071192,0.079545453,0.101580136,0.019406393,0.073578596,0.052040815,0.097067744,0.142548591,0.379428566,0.122554064,0.197424889,0.10824230300000001,0.155067161,0.01183432,0.115384616,0.108519271,0.088842981,0.11449579900000001,0.150384203,0.156983927,0.11318682099999999,0.171259835,0.11122345199999999,0.108921155
P39722,0.140749142,0.055491332000000004,0.039727583999999996,0.100112483,0.202020213,0.142701522,0.17009749999999998,0.096133754,0.139225185,0.10650225,0.012557078000000001,0.080203041,0.241102189,0.13181819,0.116252825,0.14611873,0.026755854,0.088775508,0.10616783800000001,0.088552915,0.09485714099999999,0.07312049,0.107296139,0.139026821,0.125763133,0.10532543800000001,0.12669684,0.097363092,0.045454547000000005,0.132352948,0.18990120300000002,0.060568601,0.129670337,0.108267717,0.123356916,0.099585064
P39721,6.8615212439999995,8.02312088,5.670828819,8.982002258,9.812570572,7.530500889,7.39328289,6.405433655,1.700968504,2.341928244,2.2853882309999998,4.181725978999999,6.362802029,8.956818581,9.408576965,7.492009163,6.688963413,6.537755013,6.177957058,3.700864077,4.916571617,4.085478783,3.62446332,3.663356543,6.448107243,6.23786974,10.65950203,7.261663437,7.161157131,7.967437267,6.486279487999999,3.2904820439999996,4.551648617,4.163385868,3.7745194439999996,4.382779598
P39720,1.788876414,1.583814979,1.2043132779999999,1.827896595,2.075196505,1.9891067740000001,1.851570845,2.146290541,1.312348723,0.803811669,0.900684953,1.27106595,1.7301952840000001,1.610227227,1.627539396,1.642693996,1.715718985,1.67040813,1.657229424,1.152267814,3.218285799,1.552008152,0.924892664,1.606752753,1.439560533,1.026035428,2.096153975,1.57809341,1.505165219,1.918067336,1.8046102519999998,1.212608099,2.151648521,1.7923228740000001,1.440849304,1.4419085980000002
